model,run,split_protocol,partition,accuracy,accuracy_ci_lo,accuracy_ci_hi,precision,precision_ci_lo,precision_ci_hi,recall,recall_ci_lo,recall_ci_hi,f1,f1_ci_lo,f1_ci_hi,roc_auc,roc_auc_ci_lo,roc_auc_ci_hi,n_test,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std,n_folds
model1_classical_colorhist_logreg,split_a_single_fit,A,val,0.8831168831168831,0.8051948051948052,0.948051948051948,0.8,0.6666666666666666,0.9130897317298796,1.0,1.0,1.0,0.8888888888888888,0.8,0.9545707070707071,0.897018970189702,0.80665625,0.9671782452767405,77,,,,,,,,,,,
model1_classical_colorhist_logreg,split_a_single_fit,A,test,0.8421052631578947,0.75,0.9210526315789473,0.7674418604651163,0.627906976744186,0.8918918918918919,0.9428571428571428,0.8570378151260504,1.0,0.8461538461538461,0.75,0.926829268292683,0.8926829268292683,0.8111064425770308,0.95980722658142,76,,,,,,,,,,,
model1_classical_colorhist_logreg,split_b_5foldcv,B,train_cv,,,,,,,,,,,,,,,,,0.8318466353677622,0.04895999985009553,0.7520592040647142,0.06312607284831946,0.9764705882352942,0.03429971702850177,0.8476096592077736,0.03878231019563334,0.8678099715251418,0.05790274712383234,5
model1_classical_colorhist_logreg,split_b_final_fit,B,val,0.8987341772151899,0.8227848101265823,0.9620253164556962,0.8095238095238095,0.6799117647058824,0.9189722617354197,1.0,1.0,1.0,0.8947368421052632,0.8094611528822055,0.9577754196411344,0.926797385620915,0.8610969387755102,0.97386751143145,79,,,,,,,,,,,
model1_classical_colorhist_logreg,split_b_final_fit,B,test,0.8378378378378378,0.7432432432432432,0.918918918918919,0.7446808510638298,0.6199255319148936,0.8654891304347826,1.0,1.0,1.0,0.8536585365853658,0.7653752436647173,0.9278949892112203,0.8974358974358974,0.8116988843631653,0.9605424619240408,74,,,,,,,,,,,
