candidate_id,commons_title,status,relpath,sha256,bytes,fetched_url,note
BA_000007,File:'Coartem e fixe' poster showing medicine and mothers taking care of sick child (14467049780).jpg,prefiltered,,,,,title/credit names 'poster'
BA_000008,File:'Counsel's Opinion'; advert for Lamplough's Pyretic Saline Wellcome L0044885.jpg,prefiltered,,,,,title/credit names 'advert'
BA_000016,File:10mg Valium pill.jpg,prefiltered,,,,,native short side 95 px
BA_000032,File:2 10mg Valium pills.jpg,prefiltered,,,,,native short side 97 px
BA_000070,File:23.4% Sodium Chloride.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000083,File:610happu.JPG,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000084,File:64a01mdpqdyb1.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000086,File:999 cold relief drugs on shelf-20221206.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000087,File:999 gastric drugs on shelf-20221207.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000088,File:A Chinese Herbal soup from Yuen Sun Tong.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000089,File:A History Of Psychotropics - Flickr - schoschie.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000101,File:A boon-Hill's genuine magnetic anti-headache cap-A sure cure LCCN00650621.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000105,File:A clinical specialist with the Army Health Services Command prepares prescription cream for the out-patient pharmacy - DPLA - 03e3c2e919afbb65b7dc77c9b90ad17d.jpeg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000106,File:A container of tablets kept at the central Aflao Hospital.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000112,File:A display of drugs in Nigeria.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000123,File:A grimacing invalid seated before a bowl having received an Wellcome V0011213.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000124,File:A haggard old woman carelessly mixing a recipe for corns on Wellcome V0011141.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000125,File:A haggard old woman carelessly mixing a recipe for corns on Wellcome V0011142.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000126,File:A history of the German Baptist Brethren in Europe and America (1899) (14577574000).jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000127,File:A hypochondriac at home with his anxious nurse. Wood engravi Wellcome V0011262.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000128,File:A l'hôpital Laquintinie de Douala 14.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000129,File:A man grimacing at some unpleasant tasting medicine he has b Wellcome V0016566.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000130,File:A man grimacing at some unpleasant tasting medicine he has b Wellcome V0016567.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000131,File:A man pulling a peculiar face as he is about to take some me Wellcome V0011211.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000132,File:A man selling medicinal drugs to a woman in a bazaar in Cons Wellcome L0002916.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000133,File:A man selling medicinal drugs to a woman in a bazaar in Cons Wellcome V0010737.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000134,"File:A man standing by a fire place, pulling a Wellcome V0011212.jpg",prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000135,"File:A man standing by a fire place, pulling a peculiar face afte Wellcome V0011136.jpg",prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000136,"File:A man standing by a fire place, pulling a peculiar face afte Wellcome V0011203.jpg",prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000137,"File:A man standing by a fire place, pulling a peculiar face afte Wellcome V0011204.jpg",prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000138,"File:A man standing by a fire place, pulling a peculiar face afte Wellcome V0011206ER.jpg",prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000139,"File:A man standing by a fire place, pulling a peculiar face afte Wellcome V0011208.jpg",prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000140,"File:A man standing by a fireplace, pulling a Wellcome V0011207.jpg",prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000141,"File:A man standing by a fireplace, pulling a peculiar face after Wellcome V0011205.jpg",prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000142,"File:A man standing by a fireplace, pulling a peculiar face after Wellcome V0011206EL.jpg",prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000143,"File:A man standing by a fireplace, pulling a peculiar face after Wellcome V0011207EL.jpg",prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000144,"File:A man standing by a fireplace, pulling a peculiar face after Wellcome V0011207ER.jpg",prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000145,"File:A man standing by a fireplace, pulling a peculiar face after Wellcome V0011209.jpg",prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000146,"File:A man standing by a fireplace, pulling a peculiar face after Wellcome V0011210.jpg",prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000147,File:A monkey holding a clyster in an apothecary's shop; satirizi Wellcome V0011663.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000148,File:A new medicine for the cure of influenza Wellcome L0061087.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000149,File:A seated hypochondriac shivering in front of a fire and surr Wellcome V0011160.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000150,File:A sick man being visited by a reassuring friend. Wood engrav Wellcome V0011156.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000153,File:A surgery where all fantasy and follies are purged and good Wellcome V0011656.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000155,File:A witch's kitchen (34322619695).jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000158,File:ABDIFLY Aripiprazole 15mg.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000160,File:ADDERALL 20 XR.png,prefiltered,,,,,native short side 83 px
BA_000161,File:ADVIL.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000162,File:ALBENDAZOLE.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000166,File:ATP-2Na.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000173,File:AZM (Acetazolamide).JPG,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000175,"File:Abandoned house, Łęg, Kraków 06.jpg",prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000176,File:Abili.JPG,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000177,File:Abilify 2 and 5.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000178,File:Abilify® (aripiprazole) 10mg.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000179,File:Accofil.JPG,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000183,File:Acenocumarole.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000184,File:Acetaminophen (cropped).jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000186,File:Acheter des médicaments.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000187,File:Aciphex-20b.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000188,File:Aciphex-sample-bottle.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000189,File:Actavis (logo) Oxymorphone ER 20mg.jpg,prefiltered,,,,,title/credit names 'logo'
BA_000190,File:ActivatedCharcoal.JPG,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000193,File:Adderall XR 20mg.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000194,File:Adderall bottle and capsules.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000195,File:Adderallrx.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000197,File:Adenosine (1).JPG,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000198,File:Adeps Humanus IMG 1893 edit.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000199,File:Adeps solidus for suppositories.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000200,File:AdepsLanaeCrudus-Lanolin.JPG,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000201,File:Adminstering oral medication.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000202,File:Adrenalin.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000203,File:Advert for Calpol Infant Suspensions Wellcome L0071116.jpg,prefiltered,,,,,title/credit names 'Advert'
BA_000204,File:Advert for Calpol Infant Suspensions Wellcome L0071117.jpg,prefiltered,,,,,title/credit names 'Advert'
BA_000205,File:Advert for Calpol Infant Suspensions Wellcome L0071118.jpg,prefiltered,,,,,title/credit names 'Advert'
BA_000206,"File:Advert for Formamint ""Wulfing"" Brand Tablets Wellcome L0040470.jpg",prefiltered,,,,,title/credit names 'Advert'
BA_000207,File:Advert1.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000208,File:Advertisement for Tuberculomucin Weleminsky Wellcome L0072646.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000209,File:Advertisement for Tuberculomucin Weleminsky Wellcome L0072647.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000210,File:Advertisment for Calpol Wellcome L0034495.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000211,File:Advilbottle.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000212,File:Advilliquidgels.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000216,File:Afobazole.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000219,File:Agen-5.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000220,File:Aguja indolora Acofar.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000222,File:Albarello drug jar for Mesue's French Musked Lozenges of Alo Wellcome L0058349.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000223,"File:Albert Heijn Paracetamol, Winschoten (2020) 01.jpg",prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000224,"File:Albert Heijn Paracetamol, Winschoten (2020) 02.jpg",prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000225,"File:Albert Heijn paracetamol, Hillegersberg, Rotterdam (2021) 01.jpg",prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000226,"File:Albert Heijn paracetamol, Hillegersberg, Rotterdam (2021) 02.jpg",prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000227,"File:Alcover 17,5 - Gamma-Hydroxybutyric acid.JPG",prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000228,File:Aldactone.JPG,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000229,File:Algifen-neo.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000230,File:Alglucerase.png,prefiltered,,,,,native short side 270 px
BA_000231,File:Alglucosidase.png,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000232,File:Alimemazin APL 20mg.jpeg,prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000236,File:Alka Seltzer tablet.JPG,prefiltered,,,,,native short side 126 px
BA_000255,File:Alka-Seltzer in water 2.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Tablets (pharmacy)'
BA_000256,File:Alka-Seltzer in water.jpg,prefiltered,,,,,native short side 287 px
BA_000257,File:Alka-Seltzer tablet - pair.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Tablets (pharmacy)'
BA_000258,File:Alka-Seltzer tablet - pair.png,prefiltered,,,,,per-term cap 24 reached for 'Category:Tablets (pharmacy)'
BA_000259,File:Alka-Seltzer tablet breaking water surface.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Tablets (pharmacy)'
BA_000260,File:Alka-Seltzer tablet breaking water surface.png,prefiltered,,,,,per-term cap 24 reached for 'Category:Tablets (pharmacy)'
BA_000261,File:Alka-Seltzer tablet dissolving - wide.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Tablets (pharmacy)'
BA_000262,File:Alka-Seltzer tablet dissolving - wide.png,prefiltered,,,,,per-term cap 24 reached for 'Category:Tablets (pharmacy)'
BA_000263,File:Alka-Seltzer tablet dissolving 1.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Tablets (pharmacy)'
BA_000264,File:Alka-Seltzer tablet dissolving 1.png,prefiltered,,,,,per-term cap 24 reached for 'Category:Tablets (pharmacy)'
BA_000265,File:Alka-Seltzer tablet dissolving 2.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Tablets (pharmacy)'
BA_000266,File:Alka-Seltzer tablet dissolving 2.png,prefiltered,,,,,per-term cap 24 reached for 'Category:Tablets (pharmacy)'
BA_000267,File:Alka-Seltzer tablet sinking in glass.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Tablets (pharmacy)'
BA_000268,File:Alka-Seltzer tablet sinking in glass.png,prefiltered,,,,,per-term cap 24 reached for 'Category:Tablets (pharmacy)'
BA_000269,File:Alka-Seltzer tablet.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Tablets (pharmacy)'
BA_000270,File:Alka-Seltzer tablet.png,prefiltered,,,,,per-term cap 24 reached for 'Category:Tablets (pharmacy)'
BA_000271,File:Alka-Seltzer tablets and packet.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Tablets (pharmacy)'
BA_000272,File:Alka-Seltzer tablets and packet.png,prefiltered,,,,,per-term cap 24 reached for 'Category:Tablets (pharmacy)'
BA_000273,File:Alka-seltzer.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Tablets (pharmacy)'
BA_000276,File:Allelock (Olopatadine).jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Blister packs'
BA_000277,File:Allen R Hu Rheumatic Aches And Pains Cure (31255255027).jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000278,File:Allen R Hu Rheumatic Aches And Pains Cure (44147899240).jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000280,File:Allies share lifesaving trauma care tactics at Atlantic Trident 25 (9130589).jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000281,File:Almacin.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000285,File:Alocril.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000286,File:Alodorm5mg.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000287,File:Alphagan Korean.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000288,File:Alphagan-japan.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000289,File:Alprazolam 04 jp.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000291,"File:Alte Arzneiflaschen, Antiquitätengeschäft, Belfast, Nordirland.jpg",prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000292,File:Alte Sepso Präparate.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000293,File:Alteplase.png,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000294,File:Always fun visiting our @surescripts friends (13289173824).jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000295,File:American X-ray journal (1903) (14571499668).jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000296,File:American X-ray journal (1903) (14735129896).jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000297,File:American homes and gardens (1908) (18154335305).jpg,prefiltered,,,,,native short side 260 px
BA_000299,File:American woman's daily necessities.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Blister packs'
BA_000300,File:Aminoleban EN powder mix.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000301,File:Amiodarone UA.JPG,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000302,File:Amitriptyline 25.JPG,prefiltered,,,,,per-term cap 24 reached for 'Category:Blister packs'
BA_000303,File:Amitriptyline 50.JPG,prefiltered,,,,,per-term cap 24 reached for 'Category:Blister packs'
BA_000304,File:Amitriptyline Nycomed.JPG,prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000305,File:Amitriptyline gouttes.JPG,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000306,File:Amitriptyline.JPG,prefiltered,,,,,native short side 254 px
BA_000307,File:Amitriptyline25.JPG,prefiltered,,,,,per-term cap 24 reached for 'Category:Blister packs'
BA_000308,File:Amitriptyline50.JPG,prefiltered,,,,,per-term cap 24 reached for 'Category:Blister packs'
BA_000309,File:Amlator 10-5 mg tbl.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Blister packs'
BA_000310,File:Amlodipin Sandoz bottle.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000311,"File:Ammonia inhalants, to revive patient from fainting of shock, to be used as smelling salts, front side.JPG",prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000312,"File:Ammonia inhalants, to revive patient from fainting of shock, to be used as smelling salts.JPG",prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000317,File:Amoxicilina.png,prefiltered,,,,,native short side 279 px
BA_000326,File:Amoxicillin-2D-skeletal.png,prefiltered,,,,,title/credit names 'skeletal'
BA_000334,File:Amoxicilline.png,prefiltered,,,,,native short side 222 px
BA_000337,File:Amphetaminsulfat-d-l-10mg.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000340,File:An analgesic pill in a medicine bottle. Colour lithograph by Wellcome L0028175.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000341,File:An apothecary in his shop. Wood engraving. Wellcome V0010718.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000342,"File:An apothecary's apparatus. Wood engraving, 1861. Wellcome L0006844.jpg",prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000343,File:An ill man taking a gargling mixture for a sore throat. Colo Wellcome V0011148.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000344,File:An interior of a stylish pharmacy with the pharmacist servin Wellcome M0018898.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000345,"File:An invalid strapped into a special chair, next to him is a t Wellcome V0011154.jpg",prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000346,"File:Anaesthesia; Ether can, c.1930 Wellcome L0018321.jpg",prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000347,File:Anafranil Japan.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Blister packs'
BA_000348,File:Anastrozole Tablets Used for Breast Cancer Treatment (29055530058).jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000350,File:Ancient Apothecary Organized Shelves (10157050846).jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000351,File:Andmekaeve retseptiravimite väljastamise monitooringus (PDMP).jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000354,File:Anipryl packaging.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000356,File:Annual-research-and-development-funding-for-technologies-infectious-diseases.png,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000357,File:Anopyrin-400mg.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000358,File:AntaFlu.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000359,File:Antbron 15mg by Towa Pharmaceutical.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Blister packs'
BA_000362,File:Anti-heartburnMedicine.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000363,File:Antibabypille.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Blister packs'
BA_000365,File:Antibiotics.jpg,prefiltered,,,,,per-term cap 24 reached for 'Augmentin'
BA_000366,File:Antibiyotik.JPG,prefiltered,,,,,per-term cap 24 reached for 'Category:Blister packs'
BA_000374,File:Antibody IgG1 structure.png,prefiltered,,,,,title/credit names 'structure'
BA_000378,"File:Antique medicine and chemical bottles in Cedar Key Historical Museum in Cedar Key, Florida, US, on 23 January 2021.jpg",prefiltered,,,,,title/credit names 'chemical'
BA_000380,File:Antiretroviral HIV Medication (32596142246).jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000381,File:Apaurin.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000382,File:Apernyl1.JPG,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000383,File:Apernyl2.JPG,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000384,File:Apo-amlo 5 mg tbl.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000385,File:Apothecary Bottles.JPG,prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000386,File:Apothecary bottle (fiasca da farmacia) MET DT3460.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000387,File:Apothecary bottle (fiasca da farmacia) MET DT3461.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000388,File:Apothecary bottle reading Acid Sulph Dil Wellcome L0037297.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000389,File:Apothecary bottle used for aqua cochlear Wellcome L0036653.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000391,File:Apothecary bottle used for scury-grass water Wellcome L0036651.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000392,File:Apothecary glass vials 01.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000393,"File:Apothecary's dispensing bottle from Japan, Honolulu Museum of Art 2615.1.jpg",prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000394,File:Apothecarybottles.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000395,File:Apotheke Weisser Storch 4.JPG,prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000396,File:Apotheke Weisser Storch 5.JPG,prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000397,File:Apotheke am Kurplatz Oberstdorf Braunglasflasche Pinojod 2.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000398,File:Apotheke am Kurplatz Oberstdorf Braunglasflasche Pinojod 3.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000399,File:Apotheke am Kurplatz Oberstdorf Braunglasflasche Pinojod.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000400,"File:Apotheken Gefäße, Kärnten, Austria 01.jpg",prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000401,"File:Apotheken Gefäße, Kärnten, Austria 02.jpg",prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000402,"File:Apotheken Gefäße, Kärnten, Austria 03.jpg",prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000403,"File:Apotheken Gefäße, Kärnten, Austria 04.jpg",prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000404,"File:Apotheken Gefäße, Kärnten, Austria 05.jpg",prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000405,"File:Apotheken Gefäße, Kärnten, Austria 06.jpg",prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000406,"File:Apotheken Gefäße, Kärnten, Austria 07.jpg",prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000407,"File:Apotheken Gefäße, Kärnten, Austria 08.jpg",prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000408,"File:Apotheken Gefäße, Kärnten, Austria 09.jpg",prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000409,File:Apothekenmuseum Sirupkanne Fayence IMG 0011.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000410,File:Application de La goutte ophtalmique Pour Les Yeux A l'hôpital Laquintinie de Douala 13.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000411,File:Apply-eye-drops.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000412,File:Applying saline solution to a dog's eye.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000414,File:Aprovel Sales In China.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000415,"File:Aqua glass medicine bottle manufactured by Glass company at St. Marys Glass Co. Pennsylvania, c. 1905.jpg",prefiltered,,,,,per-term cap 24 reached for 'Category:Medicine bottles'
BA_000416,File:Ardinex.JPG,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000417,File:Aribit (Aripiprazole) tablets.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
BA_000418,File:Aricept 10mg 000195lg.jpg,prefiltered,,,,,per-term cap 24 reached for 'Category:Pharmaceutical products'
