candidate_id,commons_title,page_url,image_url,mime,width,height,min_side,file_size_bytes,licence_short,licence_url,artist,credit,upload_date,found_via,query_term,harvest_date
BA_000001,"File:""Buy a bottle of Adamson's Balsam for that cough"" (back).jpg",https://commons.wikimedia.org/wiki/File:%22Buy_a_bottle_of_Adamson%27s_Balsam_for_that_cough%22_(back).jpg,https://upload.wikimedia.org/wikipedia/commons/4/49/%22Buy_a_bottle_of_Adamson%27s_Balsam_for_that_cough%22_%28back%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,1007,1500,1007,620805,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,Boston Public Library,https://www.flickr.com/photos/24029425@N06/8558187414/,2021-08-19T01:29:37Z,search,medicine bottle label,2026-09-09
BA_000002,"File:""Buy a bottle of Adamson's Balsam for that cough"" (front).jpg",https://commons.wikimedia.org/wiki/File:%22Buy_a_bottle_of_Adamson%27s_Balsam_for_that_cough%22_(front).jpg,https://upload.wikimedia.org/wikipedia/commons/e/ec/%22Buy_a_bottle_of_Adamson%27s_Balsam_for_that_cough%22_%28front%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,992,1500,992,698331,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,Boston Public Library,https://www.flickr.com/photos/24029425@N06/8557078461/,2021-08-19T01:29:34Z,search,medicine bottle label,2026-09-09
BA_000003,"File:""Duma about Opanas"" by Eduard Bagritsky.png",https://commons.wikimedia.org/wiki/File:%22Duma_about_Opanas%22_by_Eduard_Bagritsky.png,https://upload.wikimedia.org/wikipedia/commons/e/e0/%22Duma_about_Opanas%22_by_Eduard_Bagritsky.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/png,1916,1060,1060,2177963,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,Unknown authorUnknown author,Советский диафильм,2022-03-25T21:34:59Z,search,oxymorphone,2026-09-09
BA_000004,"File:""Frog In Your Throat?"" lozenges - DPLA - b063062b634c631b3588ad1ab2321e09 (page 1).jpg",https://commons.wikimedia.org/wiki/File:%22Frog_In_Your_Throat%3F%22_lozenges_-_DPLA_-_b063062b634c631b3588ad1ab2321e09_(page_1).jpg,https://upload.wikimedia.org/wikipedia/commons/5/5e/%22Frog_In_Your_Throat%3F%22_lozenges_-_DPLA_-_b063062b634c631b3588ad1ab2321e09_%28page_1%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,2512,2474,2474,1023885,Public domain,,Hance Brothers &amp; White Company,"This file was contributed to Wikimedia Commons by Science History Institute as part of a cooperation project. The donation was facilitated by the Digital Public Library of America, via its partner PA ",2023-01-07T17:53:39Z,search,medicine box package,2026-09-09
BA_000005,"File:""Frog In Your Throat?"" lozenges - DPLA - b063062b634c631b3588ad1ab2321e09 (page 2).jpg",https://commons.wikimedia.org/wiki/File:%22Frog_In_Your_Throat%3F%22_lozenges_-_DPLA_-_b063062b634c631b3588ad1ab2321e09_(page_2).jpg,https://upload.wikimedia.org/wikipedia/commons/f/f4/%22Frog_In_Your_Throat%3F%22_lozenges_-_DPLA_-_b063062b634c631b3588ad1ab2321e09_%28page_2%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,2512,2474,2474,986258,Public domain,,Hance Brothers &amp; White Company,"This file was contributed to Wikimedia Commons by Science History Institute as part of a cooperation project. The donation was facilitated by the Digital Public Library of America, via its partner PA ",2023-01-07T17:53:42Z,search,medicine box package,2026-09-09
BA_000006,File:'Calpol Suspension' delivery van Wellcome L0034049.jpg,https://commons.wikimedia.org/wiki/File:%27Calpol_Suspension%27_delivery_van_Wellcome_L0034049.jpg,https://upload.wikimedia.org/wikipedia/commons/6/68/%27Calpol_Suspension%27_delivery_van_Wellcome_L0034049.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,2100,1436,1436,517390,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,,https://wellcomeimages.org/indexplus/obf_images/ed/17/d2025304dc3f3710ed34227bbbb0.jpg Gallery: https://wellcomeimages.org/indexplus/image/L0034049.html Wellcome Collection gallery (2018-03-21): https,2014-10-12T01:36:45Z,category,Category:Pharmaceutical products,2026-09-09
BA_000007,File:'Coartem e fixe' poster showing medicine and mothers taking care of sick child (14467049780).jpg,https://commons.wikimedia.org/wiki/File:%27Coartem_e_fixe%27_poster_showing_medicine_and_mothers_taking_care_of_sick_child_(14467049780).jpg,https://upload.wikimedia.org/wikipedia/commons/9/9e/%27Coartem_e_fixe%27_poster_showing_medicine_and_mothers_taking_care_of_sick_child_%2814467049780%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,2896,1944,1944,1411650,Public domain,,President's Malaria Initiative,'Coartem e fixe' poster showing medicine and mothers taking care of sick child,2018-08-28T05:08:04Z,search,artemether lumefantrine,2026-09-09
BA_000008,File:'Counsel's Opinion'; advert for Lamplough's Pyretic Saline Wellcome L0044885.jpg,https://commons.wikimedia.org/wiki/File:%27Counsel%27s_Opinion%27;_advert_for_Lamplough%27s_Pyretic_Saline_Wellcome_L0044885.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b6/%27Counsel%27s_Opinion%27%3B_advert_for_Lamplough%27s_Pyretic_Saline_Wellcome_L0044885.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,2760,4048,2760,2846872,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,,https://wellcomeimages.org/indexplus/obf_images/1a/21/1022d8f4053cb534d25419d7b6f2.jpg Gallery: https://wellcomeimages.org/indexplus/image/L0044885.html Wellcome Collection gallery (2018-03-21): https,2014-10-13T21:27:18Z,category,Category:Pharmaceutical products,2026-09-09
BA_000009,File:'Kepler' Cod Liver Oil with Malt Extract Wellcome L0074863.jpg,https://commons.wikimedia.org/wiki/File:%27Kepler%27_Cod_Liver_Oil_with_Malt_Extract_Wellcome_L0074863.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a7/%27Kepler%27_Cod_Liver_Oil_with_Malt_Extract_Wellcome_L0074863.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,5550,7487,5550,11298371,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,,https://wellcomeimages.org/indexplus/obf_images/25/56/72ce9420d8899bef720a111f3a08.jpg Gallery: https://wellcomeimages.org/indexplus/image/L0074863.html Wellcome Collection gallery (2018-03-21): https,2014-10-22T01:02:30Z,category,Category:Pharmaceutical products,2026-09-09
BA_000010,"File:'Laeyson's Odorous Powders', France, 1801-1900 Wellcome L0058940.jpg","https://commons.wikimedia.org/wiki/File:%27Laeyson%27s_Odorous_Powders%27,_France,_1801-1900_Wellcome_L0058940.jpg",https://upload.wikimedia.org/wikipedia/commons/c/c5/%27Laeyson%27s_Odorous_Powders%27%2C_France%2C_1801-1900_Wellcome_L0058940.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,2832,4256,2832,1587819,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,,https://wellcomeimages.org/indexplus/obf_images/89/9d/1e411545634eed11133f0fe74584.jpg Gallery: https://wellcomeimages.org/indexplus/image/L0058940.html Wellcome Collection gallery (2018-03-21): https,2014-10-17T16:24:05Z,category,Category:Medicine bottles,2026-09-09
BA_000011,File:-13wiki.jpg,https://commons.wikimedia.org/wiki/File:-13wiki.jpg,https://upload.wikimedia.org/wikipedia/commons/6/68/-13wiki.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,9967,12208,9967,42959755,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Park taeho,Own work,2021-02-04T08:00:34Z,category,Category:Pharmaceutical products,2026-09-09
BA_000012,File:0.9% Normal Saline 100ml 001.jpg,https://commons.wikimedia.org/wiki/File:0.9%25_Normal_Saline_100ml_001.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e0/0.9%25_Normal_Saline_100ml_001.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,4000,3000,3000,2903763,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,أمين,Own work,2019-04-20T08:38:58Z,category,Category:Pharmaceutical products,2026-09-09
BA_000013,File:0.9% saline for intravenous use.jpg,https://commons.wikimedia.org/wiki/File:0.9%25_saline_for_intravenous_use.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e3/0.9%25_saline_for_intravenous_use.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,1400,1207,1207,707971,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,Pavel Dušek,Own work,2020-07-06T20:31:12Z,category,Category:Pharmaceutical products,2026-09-09
BA_000014,File:001 2019 05 27 Augenpflege.jpg,https://commons.wikimedia.org/wiki/File:001_2019_05_27_Augenpflege.jpg,https://upload.wikimedia.org/wikipedia/commons/4/47/001_2019_05_27_Augenpflege.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,2794,1789,1789,935843,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Friedrich Haag,Self-photographed,2019-10-17T14:04:11Z,category,Category:Pharmaceutical products,2026-09-09
BA_000015,File:1 oz of Gold.jpg,https://commons.wikimedia.org/wiki/File:1_oz_of_Gold.jpg,https://upload.wikimedia.org/wikipedia/commons/5/59/1_oz_of_Gold.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,990,737,737,137887,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,Kriplozoik,Own work,2008-02-18T21:46:26Z,category,Category:Blister packs,2026-09-09
BA_000016,File:10mg Valium pill.jpg,https://commons.wikimedia.org/wiki/File:10mg_Valium_pill.jpg,https://upload.wikimedia.org/wikipedia/commons/4/48/10mg_Valium_pill.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,237,95,95,6432,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Rs09985 at http://en.wikipedia.org/,I photoshopped the pic for Rs09985.,2009-11-22T00:13:22Z,search,diazepam,2026-09-09
BA_000017,"File:110 Cartoixa de Valldemossa, antiga apotecaria, flascons.jpg","https://commons.wikimedia.org/wiki/File:110_Cartoixa_de_Valldemossa,_antiga_apotecaria,_flascons.jpg",https://upload.wikimedia.org/wikipedia/commons/8/8d/110_Cartoixa_de_Valldemossa%2C_antiga_apotecaria%2C_flascons.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,2816,2112,2112,3757773,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Enric,Own work,2022-05-05T22:16:16Z,category,Category:Medicine bottles,2026-09-09
BA_000018,File:110404-F-AM028-036 packs of IOSAT potassium iodide tablets.jpg,https://commons.wikimedia.org/wiki/File:110404-F-AM028-036_packs_of_IOSAT_potassium_iodide_tablets.jpg,https://upload.wikimedia.org/wikipedia/commons/c/cd/110404-F-AM028-036_packs_of_IOSAT_potassium_iodide_tablets.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,2100,1500,1500,2098834,Public domain,,U.S. Air Force photo/Senior Airman Michael J. Veloz,This image was released by the United States Air Force with the ID 110404-F-AM028-036 (next). This tag does not indicate the copyright status of the attached work. A normal copyright tag is still requ,2014-10-15T19:47:26Z,category,Category:Blister packs,2026-09-09
BA_000019,File:110905-F-XX000-102 (6157605712).jpg,https://commons.wikimedia.org/wiki/File:110905-F-XX000-102_(6157605712).jpg,https://upload.wikimedia.org/wikipedia/commons/0/0b/110905-F-XX000-102_%286157605712%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,435,327,327,17583,CC BY-SA 2.0,https://creativecommons.org/licenses/by-sa/2.0,NATO Training Mission-Afghanistan,110905-F-XX000-102,2013-07-13T09:41:32Z,search,hepatitis B vaccine,2026-09-09
BA_000021,File:12-08-18-tilidin-retard.jpg,https://commons.wikimedia.org/wiki/File:12-08-18-tilidin-retard.jpg,https://upload.wikimedia.org/wikipedia/commons/6/65/12-08-18-tilidin-retard.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,3855,2379,2379,5240806,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Ralf Roletschek,Own work,2017-10-12T17:08:48Z,category,Category:Blister packs,2026-09-09
BA_000022,File:120310-F-XC314-001 (6979611329).jpg,https://commons.wikimedia.org/wiki/File:120310-F-XC314-001_(6979611329).jpg,https://upload.wikimedia.org/wikipedia/commons/f/f7/120310-F-XC314-001_%286979611329%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,4288,2848,2848,4717568,Public domain,,U.S. Department of Defense Current Photos,120310-F-XC314-001,2016-09-03T11:55:49Z,category,Category:Pharmaceutical products,2026-09-09
BA_000023,File:128708 rishon lezion museum PikiWiki Israel.jpg,https://commons.wikimedia.org/wiki/File:128708_rishon_lezion_museum_PikiWiki_Israel.jpg,https://upload.wikimedia.org/wikipedia/commons/d/dc/128708_rishon_lezion_museum_PikiWiki_Israel.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,1655,1927,1655,615297,CC BY 2.5,https://creativecommons.org/licenses/by/2.5,ישראל פרקר,Israel Preker via the PikiWiki - Israel free image collection project,2025-04-15T03:25:51Z,search,pharmaceutical packaging photograph,2026-09-09
BA_000025,File:14418-broken-tamperproof-seal.jpg,https://commons.wikimedia.org/wiki/File:14418-broken-tamperproof-seal.jpg,https://upload.wikimedia.org/wikipedia/commons/4/49/14418-broken-tamperproof-seal.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,700,466,466,31236,Public domain,,CDC/ Debora Cartagena,"CDC (Centers for Disease Control and Prevention)- Public Health Image Library (PHIL) This media comes from the Centers for Disease Control and Prevention's Public Health Image Library (PHIL), with ide",2026-05-03T16:51:13Z,category,Category:Pharmaceutical products,2026-09-09
BA_000026,File:150624-N-NK134-044 (19337199570).jpg,https://commons.wikimedia.org/wiki/File:150624-N-NK134-044_(19337199570).jpg,https://upload.wikimedia.org/wikipedia/commons/6/6b/150624-N-NK134-044_%2819337199570%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,4928,3280,3280,1772429,Public domain,,U.S. Department of Defense Current Photos,150624-N-NK134-044,2016-09-03T05:42:32Z,category,Category:Pharmaceutical products,2026-09-09
BA_000027,File:1909 Renault AX (Autoworld).jpg,https://commons.wikimedia.org/wiki/File:1909_Renault_AX_(Autoworld).jpg,https://upload.wikimedia.org/wikipedia/commons/3/32/1909_Renault_AX_%28Autoworld%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,2048,1469,1469,1342948,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,Rutger van der Maar,https://www.flickr.com/photos/83468718@N06/51436734640/,2021-09-14T17:14:49Z,search,amoxicillin,2026-09-09
BA_000028,File:1930s tin of codeine based painkillers by Apoteket Korpen Gothenburg Sweden.jpg,https://commons.wikimedia.org/wiki/File:1930s_tin_of_codeine_based_painkillers_by_Apoteket_Korpen_Gothenburg_Sweden.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f8/1930s_tin_of_codeine_based_painkillers_by_Apoteket_Korpen_Gothenburg_Sweden.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,2694,1842,1842,1200286,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,R. Henrik Nilsson,Own work,2026-02-04T07:59:22Z,category,Category:Pharmaceutical products,2026-09-09
BA_000029,File:1940s Albyl acetylsalicylic acid tin by Aktiebolaget Leo Helsingborg Sweden.jpg,https://commons.wikimedia.org/wiki/File:1940s_Albyl_acetylsalicylic_acid_tin_by_Aktiebolaget_Leo_Helsingborg_Sweden.jpg,https://upload.wikimedia.org/wikipedia/commons/6/62/1940s_Albyl_acetylsalicylic_acid_tin_by_Aktiebolaget_Leo_Helsingborg_Sweden.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,3501,2373,2373,2059148,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,R. Henrik Nilsson,Own work,2026-05-16T13:40:08Z,category,Category:Pharmaceutical products,2026-09-09
BA_000030,File:1950s Albyl acetylsalicylic acid tin by Aktiebolaget Leo Helsingborg Sweden.jpg,https://commons.wikimedia.org/wiki/File:1950s_Albyl_acetylsalicylic_acid_tin_by_Aktiebolaget_Leo_Helsingborg_Sweden.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e0/1950s_Albyl_acetylsalicylic_acid_tin_by_Aktiebolaget_Leo_Helsingborg_Sweden.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,3504,2416,2416,1608267,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,R. Henrik Nilsson,Own work,2026-05-16T13:40:08Z,category,Category:Pharmaceutical products,2026-09-09
BA_000031,File:1989 Citroen AX GT.jpg,https://commons.wikimedia.org/wiki/File:1989_Citroen_AX_GT.jpg,https://upload.wikimedia.org/wikipedia/commons/6/69/1989_Citroen_AX_GT.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,2900,1670,1670,1252717,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Calreyn88,Own work,2026-06-19T07:44:18Z,search,amoxicillin,2026-09-09
BA_000032,File:2 10mg Valium pills.jpg,https://commons.wikimedia.org/wiki/File:2_10mg_Valium_pills.jpg,https://upload.wikimedia.org/wikipedia/commons/0/0d/2_10mg_Valium_pills.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,339,97,97,15196,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Rs09985 at en.wikipedia,Own work,2009-02-28T21:51:19Z,search,diazepam,2026-09-09
BA_000033,File:200mgTramadol.jpg,https://commons.wikimedia.org/wiki/File:200mgTramadol.jpg,https://upload.wikimedia.org/wikipedia/commons/6/64/200mgTramadol.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,1011,1785,1011,326539,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Rotellam1,Own work,2011-08-03T01:17:09Z,category,Category:Pharmaceutical products,2026-09-09
BA_000034,File:20100106-Indapamide-DSC00001.jpg,https://commons.wikimedia.org/wiki/File:20100106-Indapamide-DSC00001.jpg,https://upload.wikimedia.org/wikipedia/commons/a/af/20100106-Indapamide-DSC00001.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,1600,1200,1200,205423,Public domain,,Tomchiukc (talk),Own work,2010-01-06T06:01:37Z,category,Category:Blister packs,2026-09-09
BA_000035,File:20120127-CefuroximeTablets-from-TKOH-SDC13826.JPG,https://commons.wikimedia.org/wiki/File:20120127-CefuroximeTablets-from-TKOH-SDC13826.JPG,https://upload.wikimedia.org/wikipedia/commons/c/c5/20120127-CefuroximeTablets-from-TKOH-SDC13826.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,1534,2048,1534,806150,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,Tomchiukc,Own work,2013-01-07T19:34:06Z,category,Category:Blister packs,2026-09-09
BA_000036,File:20130613-IMG 2487 (9291287217).jpg,https://commons.wikimedia.org/wiki/File:20130613-IMG_2487_(9291287217).jpg,https://upload.wikimedia.org/wikipedia/commons/3/3b/20130613-IMG_2487_%289291287217%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,3264,2448,2448,1737792,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,jbdodane,20130613-IMG_2487,2013-10-27T21:31:11Z,category,Category:Tablets (pharmacy),2026-09-09
BA_000038,File:2016 366 99 Angelo (26289203556).jpg,https://commons.wikimedia.org/wiki/File:2016_366_99_Angelo_(26289203556).jpg,https://upload.wikimedia.org/wikipedia/commons/8/89/2016_366_99_Angelo_%2826289203556%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,5472,3648,3648,6363177,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,Edna Winti,2016/366/99 Angelo,2018-03-17T07:19:30Z,search,medicine box package,2026-09-09
BA_000039,File:2016-03-05 sáb 182531 - Trimebutina Andrómaco.jpg,https://commons.wikimedia.org/wiki/File:2016-03-05_s%C3%A1b_182531_-_Trimebutina_Andr%C3%B3maco.jpg,https://upload.wikimedia.org/wikipedia/commons/6/6d/2016-03-05_s%C3%A1b_182531_-_Trimebutina_Andr%C3%B3maco.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,2433,1242,1242,1642108,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,Juampayo de Pelo Largo,Own work,2016-03-18T20:16:29Z,category,Category:Pharmaceutical products,2026-09-09
BA_000040,File:2016-08-03 Acofide ® Tablets 100mg （アコファイド®錠100mg、アコチアミド塩酸塩水和物）acotiamide hydrochloride hydrate DSCF5130.jpg,https://commons.wikimedia.org/wiki/File:2016-08-03_Acofide_%C2%AE_Tablets_100mg_%EF%BC%88%E3%82%A2%E3%82%B3%E3%83%95%E3%82%A1%E3%82%A4%E3%83%89%C2%AE%E9%8C%A0100mg%E3%80%81%E3%82%A2%E3%82%B3%E3%83%81%E3%82%A2%E3%83%9F%E3%83%89%E5%A1%A9%E9%85%B8%E5%A1%A9%E6%B0%B4%E5%92%8C%E7%89%A9%EF%BC%89acotiamide_hydrochloride_hydrate_DSCF5130.jpg,https://upload.wikimedia.org/wikipedia/commons/5/52/2016-08-03_Acofide_%C2%AE_Tablets_100mg_%EF%BC%88%E3%82%A2%E3%82%B3%E3%83%95%E3%82%A1%E3%82%A4%E3%83%89%C2%AE%E9%8C%A0100mg%E3%80%81%E3%82%A2%E3%82%B3%E3%83%81%E3%82%A2%E3%83%9F%E3%83%89%E5%A1%A9%E9%85%B8%E5%A1%A9%E6%B0%B4%E5%92%8C%E7%89%A9%EF%BC%89acotiamide_hydrochloride_hydrate_DSCF5130.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,2304,1536,1536,844561,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,松岡明芳,Own work,2016-08-03T05:17:58Z,search,blister pack tablets,2026-09-09
BA_000041,File:2016-08-03 Acofide ® Tablets 100mg （アコファイド®錠100mg、アコチアミド塩酸塩水和物）acotiamide hydrochloride hydrate DSCF5131.jpg,https://commons.wikimedia.org/wiki/File:2016-08-03_Acofide_%C2%AE_Tablets_100mg_%EF%BC%88%E3%82%A2%E3%82%B3%E3%83%95%E3%82%A1%E3%82%A4%E3%83%89%C2%AE%E9%8C%A0100mg%E3%80%81%E3%82%A2%E3%82%B3%E3%83%81%E3%82%A2%E3%83%9F%E3%83%89%E5%A1%A9%E9%85%B8%E5%A1%A9%E6%B0%B4%E5%92%8C%E7%89%A9%EF%BC%89acotiamide_hydrochloride_hydrate_DSCF5131.jpg,https://upload.wikimedia.org/wikipedia/commons/b/b8/2016-08-03_Acofide_%C2%AE_Tablets_100mg_%EF%BC%88%E3%82%A2%E3%82%B3%E3%83%95%E3%82%A1%E3%82%A4%E3%83%89%C2%AE%E9%8C%A0100mg%E3%80%81%E3%82%A2%E3%82%B3%E3%83%81%E3%82%A2%E3%83%9F%E3%83%89%E5%A1%A9%E9%85%B8%E5%A1%A9%E6%B0%B4%E5%92%8C%E7%89%A9%EF%BC%89acotiamide_hydrochloride_hydrate_DSCF5131.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,2304,1536,1536,833874,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,松岡明芳,Own work,2016-08-03T05:17:58Z,search,blister pack tablets,2026-09-09
BA_000042,File:2016-08-03 Acofide ® Tablets 100mg （アコファイド®錠100mg、アコチアミド塩酸塩水和物）acotiamide hydrochloride hydrate DSCF5132.jpg,https://commons.wikimedia.org/wiki/File:2016-08-03_Acofide_%C2%AE_Tablets_100mg_%EF%BC%88%E3%82%A2%E3%82%B3%E3%83%95%E3%82%A1%E3%82%A4%E3%83%89%C2%AE%E9%8C%A0100mg%E3%80%81%E3%82%A2%E3%82%B3%E3%83%81%E3%82%A2%E3%83%9F%E3%83%89%E5%A1%A9%E9%85%B8%E5%A1%A9%E6%B0%B4%E5%92%8C%E7%89%A9%EF%BC%89acotiamide_hydrochloride_hydrate_DSCF5132.jpg,https://upload.wikimedia.org/wikipedia/commons/6/64/2016-08-03_Acofide_%C2%AE_Tablets_100mg_%EF%BC%88%E3%82%A2%E3%82%B3%E3%83%95%E3%82%A1%E3%82%A4%E3%83%89%C2%AE%E9%8C%A0100mg%E3%80%81%E3%82%A2%E3%82%B3%E3%83%81%E3%82%A2%E3%83%9F%E3%83%89%E5%A1%A9%E9%85%B8%E5%A1%A9%E6%B0%B4%E5%92%8C%E7%89%A9%EF%BC%89acotiamide_hydrochloride_hydrate_DSCF5132.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,2304,1536,1536,899374,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,松岡明芳,Own work,2016-08-03T05:17:58Z,search,blister pack tablets,2026-09-09
BA_000043,File:2016-08-03 Acofide ® Tablets 100mg （アコファイド®錠100mg、アコチアミド塩酸塩水和物）acotiamide hydrochloride hydrate DSCF5133.jpg,https://commons.wikimedia.org/wiki/File:2016-08-03_Acofide_%C2%AE_Tablets_100mg_%EF%BC%88%E3%82%A2%E3%82%B3%E3%83%95%E3%82%A1%E3%82%A4%E3%83%89%C2%AE%E9%8C%A0100mg%E3%80%81%E3%82%A2%E3%82%B3%E3%83%81%E3%82%A2%E3%83%9F%E3%83%89%E5%A1%A9%E9%85%B8%E5%A1%A9%E6%B0%B4%E5%92%8C%E7%89%A9%EF%BC%89acotiamide_hydrochloride_hydrate_DSCF5133.jpg,https://upload.wikimedia.org/wikipedia/commons/5/56/2016-08-03_Acofide_%C2%AE_Tablets_100mg_%EF%BC%88%E3%82%A2%E3%82%B3%E3%83%95%E3%82%A1%E3%82%A4%E3%83%89%C2%AE%E9%8C%A0100mg%E3%80%81%E3%82%A2%E3%82%B3%E3%83%81%E3%82%A2%E3%83%9F%E3%83%89%E5%A1%A9%E9%85%B8%E5%A1%A9%E6%B0%B4%E5%92%8C%E7%89%A9%EF%BC%89acotiamide_hydrochloride_hydrate_DSCF5133.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,2304,1536,1536,896360,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,松岡明芳,Own work,2016-08-03T05:18:01Z,search,blister pack tablets,2026-09-09
