artist,brightness,candidate_id,commons_title,decision,exclusion_code,file_size_bytes,format,grad,height,licence_short,min_hamming_to_pool,min_side,near_white_frac,page_url,path,quantized_colours,query_term,reason,width
Boston Public Library,0.6843140721321106,BA_000001,"File:""Buy a bottle of Adamson's Balsam for that cough"" (back).jpg",pending_review,,620805,JPEG,0.06714829802513123,1500,CC BY 2.0,18,1007,0.0,https://commons.wikimedia.org/wiki/File:%22Buy_a_bottle_of_Adamson%27s_Balsam_for_that_cough%22_(back).jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_000001.jpg,150,medicine bottle label,,1007
Boston Public Library,0.6857993006706238,BA_000002,"File:""Buy a bottle of Adamson's Balsam for that cough"" (front).jpg",pending_review,,698331,JPEG,0.03817740082740784,1500,CC BY 2.0,18,992,0.0,https://commons.wikimedia.org/wiki/File:%22Buy_a_bottle_of_Adamson%27s_Balsam_for_that_cough%22_(front).jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_000002.jpg,209,medicine bottle label,,992
Unknown authorUnknown author,0.7017696499824524,BA_000003,"File:""Duma about Opanas"" by Eduard Bagritsky.png",pending_review,,862731,PNG,0.06689123809337616,708,CC0,16,708,0.1097564697265625,https://commons.wikimedia.org/wiki/File:%22Duma_about_Opanas%22_by_Eduard_Bagritsky.png,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_000003.jpg,33,oxymorphone,,1280
Hance Brothers &amp; White Company,0.7345278859138489,BA_000004,"File:""Frog In Your Throat?"" lozenges - DPLA - b063062b634c631b3588ad1ab2321e09 (page 1).jpg",exclude,A_ACQUISITION_OUT_OF_BAND,444911,JPEG,0.02281276136636734,1261,Public domain,,1261,0.0146636962890625,https://commons.wikimedia.org/wiki/File:%22Frog_In_Your_Throat%3F%22_lozenges_-_DPLA_-_b063062b634c631b3588ad1ab2321e09_(page_1).jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_000004.jpg,811,medicine box package,"brightness 0.735 outside the counterfeit support [0.341, 0.714]",1280
Hance Brothers &amp; White Company,0.6629886031150818,BA_000005,"File:""Frog In Your Throat?"" lozenges - DPLA - b063062b634c631b3588ad1ab2321e09 (page 2).jpg",pending_review,,437097,JPEG,0.024773593991994858,1261,Public domain,14,1261,0.0,https://commons.wikimedia.org/wiki/File:%22Frog_In_Your_Throat%3F%22_lozenges_-_DPLA_-_b063062b634c631b3588ad1ab2321e09_(page_2).jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_000005.jpg,605,medicine box package,,1280
,0.6271041035652161,BA_000006,File:'Calpol Suspension' delivery van Wellcome L0034049.jpg,pending_review,,248361,JPEG,0.036475516855716705,875,CC BY 4.0,16,875,0.0,https://commons.wikimedia.org/wiki/File:%27Calpol_Suspension%27_delivery_van_Wellcome_L0034049.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_000006.jpg,1353,Category:Pharmaceutical products,,1280
,0.6233121156692505,BA_000009,File:'Kepler' Cod Liver Oil with Malt Extract Wellcome L0074863.jpg,pending_review,,733824,JPEG,0.03388547524809837,1727,CC BY 4.0,18,1280,0.0,https://commons.wikimedia.org/wiki/File:%27Kepler%27_Cod_Liver_Oil_with_Malt_Extract_Wellcome_L0074863.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_000009.jpg,269,Category:Pharmaceutical products,,1280
,0.3773728311061859,BA_000010,"File:'Laeyson's Odorous Powders', France, 1801-1900 Wellcome L0058940.jpg",pending_review,,436229,JPEG,0.01706365868449211,1924,CC BY 4.0,18,1280,0.000518798828125,"https://commons.wikimedia.org/wiki/File:%27Laeyson%27s_Odorous_Powders%27,_France,_1801-1900_Wellcome_L0058940.jpg",C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_000010.jpg,565,Category:Medicine bottles,,1280
Park taeho,0.3394569456577301,BA_000011,File:-13wiki.jpg,exclude,A_ACQUISITION_OUT_OF_BAND,724247,JPEG,0.02507369965314865,1568,CC BY-SA 4.0,,1280,0.001617431640625,https://commons.wikimedia.org/wiki/File:-13wiki.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_000011.jpg,1959,Category:Pharmaceutical products,"brightness 0.339 outside the counterfeit support [0.341, 0.714]",1280
أمين,0.6456268429756165,BA_000012,File:0.9% Normal Saline 100ml 001.jpg,pending_review,,132640,JPEG,0.00874014850705862,960,CC BY-SA 4.0,18,960,0.0,https://commons.wikimedia.org/wiki/File:0.9%25_Normal_Saline_100ml_001.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_000012.jpg,253,Category:Pharmaceutical products,,1280
Pavel Dušek,0.9405251145362854,BA_000013,File:0.9% saline for intravenous use.jpg,exclude,A_ACQUISITION_OUT_OF_BAND,84815,JPEG,0.006804905831813812,1104,CC BY 4.0,,1104,0.2909698486328125,https://commons.wikimedia.org/wiki/File:0.9%25_saline_for_intravenous_use.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_000013.jpg,395,Category:Pharmaceutical products,"brightness 0.941 outside the counterfeit support [0.341, 0.714]",1280
Friedrich Haag,0.5452834963798523,BA_000014,File:001 2019 05 27 Augenpflege.jpg,pending_review,,224357,JPEG,0.027683135122060776,820,CC BY-SA 4.0,18,820,1.52587890625e-05,https://commons.wikimedia.org/wiki/File:001_2019_05_27_Augenpflege.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_000014.jpg,2559,Category:Pharmaceutical products,,1280
Kriplozoik,0.18699610233306885,BA_000015,File:1 oz of Gold.jpg,exclude,A_ACQUISITION_OUT_OF_BAND,137887,JPEG,0.015310739167034626,737,CC BY-SA 3.0,,737,0.0,https://commons.wikimedia.org/wiki/File:1_oz_of_Gold.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_000015.jpg,1379,Category:Blister packs,"brightness 0.187 outside the counterfeit support [0.341, 0.714]",990
Enric,0.23364929854869843,BA_000017,"File:110 Cartoixa de Valldemossa, antiga apotecaria, flascons.jpg",exclude,A_ACQUISITION_OUT_OF_BAND,292792,JPEG,0.021781709045171738,960,CC BY-SA 4.0,,960,0.0010986328125,"https://commons.wikimedia.org/wiki/File:110_Cartoixa_de_Valldemossa,_antiga_apotecaria,_flascons.jpg",C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_000017.jpg,2458,Category:Medicine bottles,"brightness 0.234 outside the counterfeit support [0.341, 0.714]",1280
U.S. Air Force photo/Senior Airman Michael J. Veloz,0.4159131944179535,BA_000018,File:110404-F-AM028-036 packs of IOSAT potassium iodide tablets.jpg,pending_review,,274658,JPEG,0.03800628334283829,914,Public domain,18,914,0.001220703125,https://commons.wikimedia.org/wiki/File:110404-F-AM028-036_packs_of_IOSAT_potassium_iodide_tablets.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_000018.jpg,2101,Category:Blister packs,,1280
NATO Training Mission-Afghanistan,0.5189705491065979,BA_000019,File:110905-F-XX000-102 (6157605712).jpg,pending_review,,17583,JPEG,0.01699431613087654,327,CC BY-SA 2.0,18,327,0.002655029296875,https://commons.wikimedia.org/wiki/File:110905-F-XX000-102_(6157605712).jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_000019.jpg,1612,hepatitis B vaccine,,435
Ralf Roletschek,0.5214112997055054,BA_000021,File:12-08-18-tilidin-retard.jpg,pending_review,,314443,JPEG,0.03310435637831688,790,CC BY-SA 3.0,10,790,0.0036773681640625,https://commons.wikimedia.org/wiki/File:12-08-18-tilidin-retard.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_000021.jpg,2421,Category:Blister packs,,1280
U.S. Department of Defense Current Photos,0.45823633670806885,BA_000022,File:120310-F-XC314-001 (6979611329).jpg,pending_review,,241226,JPEG,0.03432046249508858,850,Public domain,14,850,0.003692626953125,https://commons.wikimedia.org/wiki/File:120310-F-XC314-001_(6979611329).jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_000022.jpg,2413,Category:Pharmaceutical products,,1280
ישראל פרקר,0.7882317900657654,BA_000023,File:128708 rishon lezion museum PikiWiki Israel.jpg,exclude,A_ACQUISITION_OUT_OF_BAND,379049,JPEG,0.01689598709344864,1490,CC BY 2.5,,1280,0.014495849609375,https://commons.wikimedia.org/wiki/File:128708_rishon_lezion_museum_PikiWiki_Israel.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_000023.jpg,373,pharmaceutical packaging photograph,"brightness 0.788 outside the counterfeit support [0.341, 0.714]",1280
CDC/ Debora Cartagena,0.42913445830345154,BA_000025,File:14418-broken-tamperproof-seal.jpg,pending_review,,31236,JPEG,0.01836371049284935,466,Public domain,18,466,0.0,https://commons.wikimedia.org/wiki/File:14418-broken-tamperproof-seal.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_000025.jpg,1724,Category:Pharmaceutical products,,700
U.S. Department of Defense Current Photos,0.3474784791469574,BA_000026,File:150624-N-NK134-044 (19337199570).jpg,pending_review,,352491,JPEG,0.042023852467536926,852,Public domain,18,852,0.0,https://commons.wikimedia.org/wiki/File:150624-N-NK134-044_(19337199570).jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_000026.jpg,1816,Category:Pharmaceutical products,,1280
Rutger van der Maar,0.4474060535430908,BA_000027,File:1909 Renault AX (Autoworld).jpg,pending_review,,349344,JPEG,0.04860801622271538,918,CC BY 2.0,16,918,0.1068878173828125,https://commons.wikimedia.org/wiki/File:1909_Renault_AX_(Autoworld).jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_000027.jpg,2029,amoxicillin,,1280
R. Henrik Nilsson,0.587742269039154,BA_000028,File:1930s tin of codeine based painkillers by Apoteket Korpen Gothenburg Sweden.jpg,pending_review,,316866,JPEG,0.044452693313360214,875,CC BY 4.0,18,875,0.000732421875,https://commons.wikimedia.org/wiki/File:1930s_tin_of_codeine_based_painkillers_by_Apoteket_Korpen_Gothenburg_Sweden.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_000028.jpg,1534,Category:Pharmaceutical products,,1280
R. Henrik Nilsson,0.5328709483146667,BA_000029,File:1940s Albyl acetylsalicylic acid tin by Aktiebolaget Leo Helsingborg Sweden.jpg,pending_review,,341703,JPEG,0.0279616117477417,868,CC BY 4.0,18,868,0.001373291015625,https://commons.wikimedia.org/wiki/File:1940s_Albyl_acetylsalicylic_acid_tin_by_Aktiebolaget_Leo_Helsingborg_Sweden.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_000029.jpg,1810,Category:Pharmaceutical products,,1280
R. Henrik Nilsson,0.5074592232704163,BA_000030,File:1950s Albyl acetylsalicylic acid tin by Aktiebolaget Leo Helsingborg Sweden.jpg,pending_review,,266674,JPEG,0.020401719957590103,883,CC BY 4.0,18,883,0.0010833740234375,https://commons.wikimedia.org/wiki/File:1950s_Albyl_acetylsalicylic_acid_tin_by_Aktiebolaget_Leo_Helsingborg_Sweden.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_000030.jpg,1737,Category:Pharmaceutical products,,1280
Calreyn88,0.47220468521118164,BA_000031,File:1989 Citroen AX GT.jpg,pending_review,,210205,JPEG,0.03140850365161896,737,CC BY-SA 4.0,12,737,0.0037994384765625,https://commons.wikimedia.org/wiki/File:1989_Citroen_AX_GT.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_000031.jpg,1051,amoxicillin,,1280
Rotellam1,0.3859008252620697,BA_000033,File:200mgTramadol.jpg,pending_review,,326539,JPEG,0.016715366393327713,1785,CC BY-SA 3.0,14,1011,0.0090484619140625,https://commons.wikimedia.org/wiki/File:200mgTramadol.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_000033.jpg,1731,Category:Pharmaceutical products,,1011
Tomchiukc (talk),0.3650416135787964,BA_000034,File:20100106-Indapamide-DSC00001.jpg,pending_review,,165610,JPEG,0.014410553500056267,960,Public domain,18,960,0.0,https://commons.wikimedia.org/wiki/File:20100106-Indapamide-DSC00001.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_000034.jpg,835,Category:Blister packs,,1280
Tomchiukc,0.4135719835758209,BA_000035,File:20120127-CefuroximeTablets-from-TKOH-SDC13826.JPG,pending_review,,334576,JPEG,0.030974404886364937,1709,CC BY-SA 3.0,18,1280,0.0020294189453125,https://commons.wikimedia.org/wiki/File:20120127-CefuroximeTablets-from-TKOH-SDC13826.JPG,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_000035.jpg,1054,Category:Blister packs,,1280
jbdodane,0.4868030548095703,BA_000036,File:20130613-IMG 2487 (9291287217).jpg,pending_review,,271859,JPEG,0.023989692330360413,960,CC BY 2.0,20,960,0.006195068359375,https://commons.wikimedia.org/wiki/File:20130613-IMG_2487_(9291287217).jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_000036.jpg,2773,Category:Tablets (pharmacy),,1280
Edna Winti,0.29527997970581055,BA_000038,File:2016 366 99 Angelo (26289203556).jpg,exclude,A_ACQUISITION_OUT_OF_BAND,173429,JPEG,0.0426265113055706,853,CC BY 2.0,,853,0.045318603515625,https://commons.wikimedia.org/wiki/File:2016_366_99_Angelo_(26289203556).jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_000038.jpg,2552,medicine box package,"brightness 0.295 outside the counterfeit support [0.341, 0.714]",1280
Juampayo de Pelo Largo,0.6274433135986328,BA_000039,File:2016-03-05 sáb 182531 - Trimebutina Andrómaco.jpg,pending_review,,153153,JPEG,0.017883628606796265,653,CC BY-SA 4.0,14,653,0.027008056640625,https://commons.wikimedia.org/wiki/File:2016-03-05_s%C3%A1b_182531_-_Trimebutina_Andr%C3%B3maco.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_000039.jpg,2622,Category:Pharmaceutical products,,1280
松岡明芳,0.5390267372131348,BA_000040,File:2016-08-03 Acofide ® Tablets 100mg （アコファイド®錠100mg、アコチアミド塩酸塩水和物）acotiamide hydrochloride hydrate DSCF5130.jpg,pending_review,,443430,JPEG,0.04132917523384094,853,CC BY-SA 4.0,16,853,0.0113525390625,https://commons.wikimedia.org/wiki/File:2016-08-03_Acofide_%C2%AE_Tablets_100mg_%EF%BC%88%E3%82%A2%E3%82%B3%E3%83%95%E3%82%A1%E3%82%A4%E3%83%89%C2%AE%E9%8C%A0100mg%E3%80%81%E3%82%A2%E3%82%B3%E3%83%81%E3%82%A2%E3%83%9F%E3%83%89%E5%A1%A9%E9%85%B8%E5%A1%A9%E6%B0%B4%E5%92%8C%E7%89%A9%EF%BC%89acotiamide_hydrochloride_hydrate_DSCF5130.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_000040.jpg,1067,blister pack tablets,,1280
松岡明芳,0.3053729832172394,BA_000041,File:2016-08-03 Acofide ® Tablets 100mg （アコファイド®錠100mg、アコチアミド塩酸塩水和物）acotiamide hydrochloride hydrate DSCF5131.jpg,exclude,A_ACQUISITION_OUT_OF_BAND,375298,JPEG,0.032887689769268036,853,CC BY-SA 4.0,,853,0.0252227783203125,https://commons.wikimedia.org/wiki/File:2016-08-03_Acofide_%C2%AE_Tablets_100mg_%EF%BC%88%E3%82%A2%E3%82%B3%E3%83%95%E3%82%A1%E3%82%A4%E3%83%89%C2%AE%E9%8C%A0100mg%E3%80%81%E3%82%A2%E3%82%B3%E3%83%81%E3%82%A2%E3%83%9F%E3%83%89%E5%A1%A9%E9%85%B8%E5%A1%A9%E6%B0%B4%E5%92%8C%E7%89%A9%EF%BC%89acotiamide_hydrochloride_hydrate_DSCF5131.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_000041.jpg,1604,blister pack tablets,"brightness 0.305 outside the counterfeit support [0.341, 0.714]",1280
松岡明芳,0.20587533712387085,BA_000042,File:2016-08-03 Acofide ® Tablets 100mg （アコファイド®錠100mg、アコチアミド塩酸塩水和物）acotiamide hydrochloride hydrate DSCF5132.jpg,exclude,A_ACQUISITION_OUT_OF_BAND,352966,JPEG,0.026569480076432228,853,CC BY-SA 4.0,,853,0.0001983642578125,https://commons.wikimedia.org/wiki/File:2016-08-03_Acofide_%C2%AE_Tablets_100mg_%EF%BC%88%E3%82%A2%E3%82%B3%E3%83%95%E3%82%A1%E3%82%A4%E3%83%89%C2%AE%E9%8C%A0100mg%E3%80%81%E3%82%A2%E3%82%B3%E3%83%81%E3%82%A2%E3%83%9F%E3%83%89%E5%A1%A9%E9%85%B8%E5%A1%A9%E6%B0%B4%E5%92%8C%E7%89%A9%EF%BC%89acotiamide_hydrochloride_hydrate_DSCF5132.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_000042.jpg,1204,blister pack tablets,"brightness 0.206 outside the counterfeit support [0.341, 0.714]",1280
松岡明芳,0.21906466782093048,BA_000043,File:2016-08-03 Acofide ® Tablets 100mg （アコファイド®錠100mg、アコチアミド塩酸塩水和物）acotiamide hydrochloride hydrate DSCF5133.jpg,exclude,A_ACQUISITION_OUT_OF_BAND,297158,JPEG,0.024072300642728806,853,CC BY-SA 4.0,,853,0.001251220703125,https://commons.wikimedia.org/wiki/File:2016-08-03_Acofide_%C2%AE_Tablets_100mg_%EF%BC%88%E3%82%A2%E3%82%B3%E3%83%95%E3%82%A1%E3%82%A4%E3%83%89%C2%AE%E9%8C%A0100mg%E3%80%81%E3%82%A2%E3%82%B3%E3%83%81%E3%82%A2%E3%83%9F%E3%83%89%E5%A1%A9%E9%85%B8%E5%A1%A9%E6%B0%B4%E5%92%8C%E7%89%A9%EF%BC%89acotiamide_hydrochloride_hydrate_DSCF5133.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_000043.jpg,1236,blister pack tablets,"brightness 0.219 outside the counterfeit support [0.341, 0.714]",1280
松岡明芳,0.21631115674972534,BA_000044,File:2016-08-03 Acofide ® Tablets 100mg （アコファイド®錠100mg、アコチアミド塩酸塩水和物）acotiamide hydrochloride hydrate DSCF5134.jpg,exclude,A_ACQUISITION_OUT_OF_BAND,280142,JPEG,0.024140093475580215,853,CC BY-SA 4.0,,853,0.000823974609375,https://commons.wikimedia.org/wiki/File:2016-08-03_Acofide_%C2%AE_Tablets_100mg_%EF%BC%88%E3%82%A2%E3%82%B3%E3%83%95%E3%82%A1%E3%82%A4%E3%83%89%C2%AE%E9%8C%A0100mg%E3%80%81%E3%82%A2%E3%82%B3%E3%83%81%E3%82%A2%E3%83%9F%E3%83%89%E5%A1%A9%E9%85%B8%E5%A1%A9%E6%B0%B4%E5%92%8C%E7%89%A9%EF%BC%89acotiamide_hydrochloride_hydrate_DSCF5134.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_000044.jpg,1177,blister pack tablets,"brightness 0.216 outside the counterfeit support [0.341, 0.714]",1280
松岡明芳,0.29095563292503357,BA_000045,File:2016-08-03 Acofide ® Tablets 100mg （アコファイド®錠100mg、アコチアミド塩酸塩水和物）acotiamide hydrochloride hydrate DSCF5135.jpg,exclude,A_ACQUISITION_OUT_OF_BAND,344440,JPEG,0.029930757358670235,853,CC BY-SA 4.0,,853,0.0012054443359375,https://commons.wikimedia.org/wiki/File:2016-08-03_Acofide_%C2%AE_Tablets_100mg_%EF%BC%88%E3%82%A2%E3%82%B3%E3%83%95%E3%82%A1%E3%82%A4%E3%83%89%C2%AE%E9%8C%A0100mg%E3%80%81%E3%82%A2%E3%82%B3%E3%83%81%E3%82%A2%E3%83%9F%E3%83%89%E5%A1%A9%E9%85%B8%E5%A1%A9%E6%B0%B4%E5%92%8C%E7%89%A9%EF%BC%89acotiamide_hydrochloride_hydrate_DSCF5135.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_000045.jpg,1287,blister pack tablets,"brightness 0.291 outside the counterfeit support [0.341, 0.714]",1280
松岡明芳,0.30216026306152344,BA_000046,File:2016-08-03 Acofide ® Tablets 100mg （アコファイド®錠100mg、アコチアミド塩酸塩水和物）acotiamide hydrochloride hydrate DSCF5136.jpg,exclude,A_ACQUISITION_OUT_OF_BAND,319987,JPEG,0.03117886558175087,853,CC BY-SA 4.0,,853,0.001220703125,https://commons.wikimedia.org/wiki/File:2016-08-03_Acofide_%C2%AE_Tablets_100mg_%EF%BC%88%E3%82%A2%E3%82%B3%E3%83%95%E3%82%A1%E3%82%A4%E3%83%89%C2%AE%E9%8C%A0100mg%E3%80%81%E3%82%A2%E3%82%B3%E3%83%81%E3%82%A2%E3%83%9F%E3%83%89%E5%A1%A9%E9%85%B8%E5%A1%A9%E6%B0%B4%E5%92%8C%E7%89%A9%EF%BC%89acotiamide_hydrochloride_hydrate_DSCF5136.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_000046.jpg,1352,blister pack tablets,"brightness 0.302 outside the counterfeit support [0.341, 0.714]",1280
Maksym Kozlenko,0.5447958111763,BA_000047,File:2017-05-31 Pepticol.jpg,pending_review,,700985,JPEG,0.03321239724755287,2022,CC BY-SA 4.0,16,1280,0.005035400390625,https://commons.wikimedia.org/wiki/File:2017-05-31_Pepticol.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_000047.jpg,1757,Category:Medicine bottles,,1280
Maksym Kozlenko,0.529161274433136,BA_000048,File:2017-05-31 Pharmacy Museum in Kraków 4.jpg,pending_review,,529909,JPEG,0.05704429745674133,955,CC BY-SA 4.0,18,955,0.005279541015625,https://commons.wikimedia.org/wiki/File:2017-05-31_Pharmacy_Museum_in_Krak%C3%B3w_4.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_000048.jpg,2768,Category:Pharmaceutical products,,1280
Ted Eytan,0.5049945712089539,BA_000049,"File:2018.11.20 Meningococcal and HPV Vaccines, Washington, DC USA 4269 (45072537995).jpg",pending_review,,661133,JPEG,0.017327630892395973,1707,CC BY-SA 2.0,18,1280,0.0036468505859375,"https://commons.wikimedia.org/wiki/File:2018.11.20_Meningococcal_and_HPV_Vaccines,_Washington,_DC_USA_4269_(45072537995).jpg",C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_000049.jpg,1329,meningococcal vaccine,,1280
Ted Eytan,0.5871811509132385,BA_000050,"File:2018.11.20 Meningococcal and HPV Vaccines, Washington, DC USA 4270 (45260286484).jpg",pending_review,,653126,JPEG,0.018057268112897873,1707,CC BY-SA 2.0,16,1280,0.00311279296875,"https://commons.wikimedia.org/wiki/File:2018.11.20_Meningococcal_and_HPV_Vaccines,_Washington,_DC_USA_4270_(45260286484).jpg",C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_000050.jpg,1375,meningococcal vaccine,,1280
Ted Eytan,0.7325932383537292,BA_000051,"File:2018.11.20 Meningococcal and HPV Vaccines, Washington, DC USA 4273 (31045454957).jpg",exclude,A_ACQUISITION_OUT_OF_BAND,773639,JPEG,0.012746889144182205,2276,CC BY-SA 2.0,,1280,0.0013885498046875,"https://commons.wikimedia.org/wiki/File:2018.11.20_Meningococcal_and_HPV_Vaccines,_Washington,_DC_USA_4273_(31045454957).jpg",C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_000051.jpg,1092,meningococcal vaccine,"brightness 0.733 outside the counterfeit support [0.341, 0.714]",1280
Ted Eytan,0.7414946556091309,BA_000052,"File:2018.11.20 Meningococcal and HPV Vaccines, Washington, DC USA 4274 (31045456967).jpg",exclude,A_ACQUISITION_OUT_OF_BAND,665851,JPEG,0.016716597601771355,2276,CC BY-SA 2.0,,1280,0.004608154296875,"https://commons.wikimedia.org/wiki/File:2018.11.20_Meningococcal_and_HPV_Vaccines,_Washington,_DC_USA_4274_(31045456967).jpg",C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_000052.jpg,1042,meningococcal vaccine,"brightness 0.741 outside the counterfeit support [0.341, 0.714]",1280
Ted Eytan,0.7082002758979797,BA_000053,"File:2018.11.20 Meningococcal and HPV Vaccines, Washington, DC USA 4275 (32113493668).jpg",pending_review,,268070,JPEG,0.01512091513723135,1024,CC BY-SA 2.0,16,1024,0.002777099609375,"https://commons.wikimedia.org/wiki/File:2018.11.20_Meningococcal_and_HPV_Vaccines,_Washington,_DC_USA_4275_(32113493668).jpg",C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_000053.jpg,770,meningococcal vaccine,,1280
Maksym Kozlenko,0.4626825749874115,BA_000054,File:2019-08-08 Oral-Turinabol tablets.jpg,pending_review,,206738,JPEG,0.02634398639202118,632,CC BY-SA 4.0,12,632,0.001556396484375,https://commons.wikimedia.org/wiki/File:2019-08-08_Oral-Turinabol_tablets.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_000054.jpg,2299,blister pack tablets,,1280
WFan,0.5561322569847107,BA_000055,File:20190311 庆大霉素、参苓健脾胃.jpg,pending_review,,149440,JPEG,0.02899559959769249,1440,CC BY-SA 4.0,18,1080,0.0,https://commons.wikimedia.org/wiki/File:20190311_%E5%BA%86%E5%A4%A7%E9%9C%89%E7%B4%A0%E3%80%81%E5%8F%82%E8%8B%93%E5%81%A5%E8%84%BE%E8%83%83.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_000055.jpg,2508,Category:Pharmaceutical products,,1080
WFan,0.5643155574798584,BA_000056,File:20190311 庆大霉素反面.jpg,pending_review,,201865,JPEG,0.023485638201236725,960,CC BY-SA 4.0,18,960,0.0,https://commons.wikimedia.org/wiki/File:20190311_%E5%BA%86%E5%A4%A7%E9%9C%89%E7%B4%A0%E5%8F%8D%E9%9D%A2.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_000056.jpg,2257,Category:Pharmaceutical products,,1280
WFan,0.6259545683860779,BA_000057,File:20190311 阿莫西林胶囊.jpg,pending_review,,152021,JPEG,0.031002599745988846,619,CC BY-SA 4.0,16,619,0.0,https://commons.wikimedia.org/wiki/File:20190311_%E9%98%BF%E8%8E%AB%E8%A5%BF%E6%9E%97%E8%83%B6%E5%9B%8A.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_000057.jpg,567,Augmentin,,1280
松岡明芳,0.41531261801719666,BA_000058,File:2020-05-20 Levocetirizine Hydrochloride レボセチリジン塩酸塩錠 ザイザル.jpg,pending_review,,317866,JPEG,0.04065454751253128,853,CC BY-SA 4.0,18,853,0.00030517578125,https://commons.wikimedia.org/wiki/File:2020-05-20_Levocetirizine_Hydrochloride_%E3%83%AC%E3%83%9C%E3%82%BB%E3%83%81%E3%83%AA%E3%82%B8%E3%83%B3%E5%A1%A9%E9%85%B8%E5%A1%A9%E9%8C%A0_%E3%82%B6%E3%82%A4%E3%82%B6%E3%83%AB.jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_000058.jpg,765,Category:Blister packs,,1280
松岡明芳,0.4267961084842682,BA_000059,File:2020-05-20 d-Chlorpheniramine Maleate d-クロルフェニラミンマレイン酸塩製剤(ポララミン).jpg,pending_review,,358957,JPEG,0.058311499655246735,853,CC BY-SA 4.0,14,853,0.0009613037109375,https://commons.wikimedia.org/wiki/File:2020-05-20_d-Chlorpheniramine_Maleate_d-%E3%82%AF%E3%83%AD%E3%83%AB%E3%83%95%E3%82%A7%E3%83%8B%E3%83%A9%E3%83%9F%E3%83%B3%E3%83%9E%E3%83%AC%E3%82%A4%E3%83%B3%E9%85%B8%E5%A1%A9%E8%A3%BD%E5%89%A4(%E3%83%9D%E3%83%A9%E3%83%A9%E3%83%9F%E3%83%B3).jpg,C:\Documents\Projects\pharmavision\data\raw\balanced_authentic\BA_000059.jpg,1435,Category:Blister packs,,1280
