epoch,train_loss,train_acc,val_loss,val_acc
0,0.47182100387959697,0.8216619981325863,0.2871528396123572,0.9113924050632911
1,0.23292629029793122,0.9449112978524743,0.20474683333046828,0.9367088607594937
2,0.17288663609076838,0.9561157796451915,0.16205897870697553,0.9493670886075949
3,0.13705525769183394,0.96171802054155,0.14630508950993984,0.9493670886075949
4,0.11239987021846042,0.9803921568627451,0.12757914541642876,0.9493670886075949
5,0.09616758495597055,0.976657329598506,0.11916723489006863,0.9493670886075949
6,0.0856880531563701,0.9831932773109243,0.11473197046714494,0.9367088607594937
7,0.08014449353715063,0.9794584500466853,0.1137193360283405,0.9493670886075949
8,0.0723431189444497,0.9831932773109243,0.10254571332207209,0.9493670886075949
9,0.06844769126755627,0.9859943977591037,0.10036839771119854,0.9493670886075949
10,0.0584436672992733,0.992530345471522,0.09481979057758669,0.9493670886075949
11,0.056976513966681464,0.9897292250233427,0.0921556727041172,0.9493670886075949
12,0.051314846780342434,0.9934640522875817,0.09130522627619249,0.9493670886075949
13,0.050248935265617876,0.992530345471522,0.08874315702462499,0.9493670886075949
14,0.048564016815521915,0.9915966386554622,0.08575133602075939,0.9493670886075949
15,0.04183886420889562,0.996265172735761,0.087019405033015,0.9493670886075949
16,0.045506120966373485,0.9915966386554622,0.08489501504581186,0.9493670886075949
17,0.04537583870881078,0.9878618113912232,0.0845235273996486,0.9493670886075949
18,0.04098720020370212,0.9971988795518207,0.08431044579306736,0.9493670886075949
19,0.0388539215648959,0.9953314659197012,0.08287225173243994,0.9493670886075949
20,0.031690071073441614,0.9971988795518207,0.08167827770679811,0.9493670886075949
21,0.03181744022181833,0.9981325863678805,0.08389765288256391,0.9367088607594937
22,0.03512729178456699,0.9943977591036415,0.08554547496988804,0.9493670886075949
23,0.03340182869749911,0.9953314659197012,0.0784382305190533,0.9493670886075949
24,0.028525488986785894,0.9971988795518207,0.07758730093512355,0.9493670886075949
25,0.028742543587775903,0.996265172735761,0.07841155470549306,0.9367088607594937
26,0.028057422254140638,0.9990662931839402,0.07863768680563456,0.9367088607594937
27,0.028017108564297247,0.9971988795518207,0.07659865538530712,0.9367088607594937
28,0.028735531273147527,0.9934640522875817,0.07568117476339582,0.9367088607594937
29,0.022711082174678366,0.9981325863678805,0.07497905383381663,0.9493670886075949
30,0.026265248802362706,0.9971988795518207,0.0738087250273439,0.9367088607594937
31,0.02676539391411397,0.992530345471522,0.07341314135472986,0.9367088607594937
32,0.022547138185282936,0.9971988795518207,0.07199483053593696,0.9367088607594937
33,0.02432499543166294,0.996265172735761,0.06970101293129256,0.9367088607594937
34,0.026526453674368275,0.9943977591036415,0.07176319651211364,0.9367088607594937
35,0.021837947479719653,0.9971988795518207,0.07125116988450667,0.9367088607594937
36,0.02251436196556306,0.9981325863678805,0.07089893567033961,0.9493670886075949
37,0.02253997133893459,0.9981325863678805,0.06918296981838686,0.9493670886075949
