epoch,train_loss,train_acc,val_loss,val_acc
0,0.42422756004511586,0.8496732026143791,0.22060344822995073,0.948051948051948
1,0.19166111210787218,0.9663865546218487,0.15745374695821243,0.948051948051948
2,0.12745757177680814,0.9822595704948646,0.12948725304820322,0.948051948051948
3,0.09983330785908173,0.9897292250233427,0.11712415438967866,0.961038961038961
4,0.08209966902945444,0.992530345471522,0.10265491012628976,0.961038961038961
5,0.07021575428051552,0.9915966386554622,0.09583544024786392,0.961038961038961
6,0.06161408469665284,0.9943977591036415,0.09850498762997714,0.961038961038961
7,0.05171285520971211,0.9953314659197012,0.10032016600107217,0.961038961038961
8,0.04738422414334882,0.9943977591036415,0.09020666371692311,0.961038961038961
9,0.04239289661700708,0.996265172735761,0.09753964880070129,0.961038961038961
10,0.03734916598509117,0.9981325863678805,0.09231829914179715,0.961038961038961
11,0.03395914575076348,0.9990662931839402,0.09201839208215862,0.961038961038961
12,0.032914696996953305,0.9971988795518207,0.08812955031534295,0.974025974025974
13,0.02872300492712652,1.0,0.08166032110328798,0.974025974025974
14,0.03231889850709563,0.996265172735761,0.09231265847172056,0.974025974025974
15,0.02715470600111478,1.0,0.09326692747992354,0.961038961038961
16,0.028754687856754113,0.9971988795518207,0.08664654795225564,0.974025974025974
17,0.025831714069886425,0.996265172735761,0.09057501887346243,0.974025974025974
