epoch,train_loss,train_acc,val_loss,val_acc
0,0.6203478475979396,0.6428571428571429,0.6332250833511353,0.625
1,0.5248420923096793,0.7514285714285714,0.6046971508434841,0.6785714285714286
2,0.48736885564667837,0.7885714285714286,0.5257231550557273,0.6785714285714286
3,0.4597618227345603,0.7885714285714286,0.4497868972165244,0.7321428571428571
4,0.4770068757874625,0.7771428571428571,0.4161730280944279,0.7857142857142857
5,0.4436056821686881,0.8057142857142857,0.4992911730493818,0.7142857142857143
6,0.4311502024105617,0.8057142857142857,0.4179704359599522,0.8214285714285714
7,0.4603818351881845,0.7942857142857143,0.3866427498204367,0.8035714285714286
8,0.4609699920245579,0.8114285714285714,0.381563629422869,0.8214285714285714
9,0.41437212909970966,0.82,0.41186174750328064,0.8214285714285714
10,0.4380800441333226,0.8,0.4789959490299225,0.7142857142857143
11,0.4656607237883977,0.7628571428571429,0.3652300792081015,0.7857142857142857
12,0.44005791442734854,0.8057142857142857,0.4378011609826769,0.75
13,0.42927127361297607,0.8371428571428572,0.40337295617376057,0.8214285714285714
14,0.42153660263334003,0.82,0.37741204670497347,0.7857142857142857
15,0.4101746027810233,0.8228571428571428,0.3937218487262726,0.7678571428571429
