epoch,train_loss,train_acc,val_loss,val_acc
0,0.46353467555940986,0.8375350140056023,0.29482269211660456,0.9113924050632911
1,0.2285705208500115,0.954248366013072,0.22185629153553443,0.9113924050632911
2,0.17099975068974338,0.9626517273576097,0.1951232062110418,0.9240506329113924
3,0.13548773829064337,0.9682539682539683,0.17891595786130882,0.9240506329113924
4,0.11408420614932988,0.9719887955182073,0.16199973942358284,0.9240506329113924
5,0.0962356605560951,0.9813258636788048,0.15857108974758582,0.9240506329113924
6,0.08665868311591732,0.9822595704948646,0.15033827061894572,0.9240506329113924
7,0.0817095371716274,0.9850606909430439,0.14980066124396987,0.9240506329113924
8,0.07182397804702141,0.9831932773109243,0.13800277249722542,0.9367088607594937
9,0.06960202875981032,0.9869281045751634,0.13372089327136172,0.9367088607594937
10,0.058195494849280036,0.9897292250233427,0.13395975284938572,0.9367088607594937
11,0.06044526586707344,0.9859943977591037,0.13210808853559855,0.9367088607594937
12,0.05338193232717078,0.992530345471522,0.13187990799734864,0.9367088607594937
13,0.05192018769869283,0.9897292250233427,0.12827638621571696,0.9367088607594937
14,0.04834322349266623,0.9906629318394025,0.1247086819214157,0.9493670886075949
15,0.04310418386447107,0.9934640522875817,0.12704385798188705,0.9367088607594937
16,0.0447370999890104,0.9934640522875817,0.12144067657144764,0.9493670886075949
17,0.04454552486232794,0.9878618113912232,0.12337258005444007,0.9367088607594937
18,0.041889596488726796,0.996265172735761,0.12362597109396246,0.9367088607594937
19,0.04003707548372107,0.9934640522875817,0.1238692980023879,0.9367088607594937
20,0.03380778419370411,0.9943977591036415,0.1227582772321339,0.9367088607594937
