epoch,train_loss,train_acc,val_loss,val_acc
0,0.5272282186226968,0.782051282051282,0.3439114838838577,0.8873239436619719
1,0.29559798608154125,0.9382284382284383,0.232678976067355,0.9154929577464789
2,0.22160481774445737,0.9370629370629371,0.1870125728908559,0.9295774647887324
3,0.17605330709949796,0.9498834498834499,0.16418066804467793,0.9295774647887324
4,0.1537755848991843,0.9603729603729604,0.14941866213167218,0.9436619718309859
5,0.12996182220799107,0.9662004662004662,0.1337170843822016,0.9436619718309859
6,0.12455530294449457,0.9662004662004662,0.12342527015528208,0.9436619718309859
7,0.10741260222274385,0.9801864801864801,0.11359978974862418,0.9436619718309859
8,0.09991820851267079,0.9766899766899767,0.11278023101179532,0.9436619718309859
9,0.09516229075846416,0.9755244755244755,0.11124157144124029,0.9577464788732394
10,0.08256731838821531,0.9801864801864801,0.10111812795971481,0.9577464788732394
11,0.08400592700272173,0.9790209790209791,0.09561572562326008,0.971830985915493
12,0.07902702920156203,0.9813519813519813,0.0884057886924752,0.971830985915493
13,0.07608124392328562,0.9790209790209791,0.08772033701558977,0.971830985915493
14,0.06940125514229972,0.9871794871794872,0.09160605621930788,0.971830985915493
15,0.06677959973995502,0.9906759906759907,0.08390377087085704,0.971830985915493
16,0.06404719590307116,0.9848484848484849,0.08655633474044291,0.971830985915493
17,0.05432388474752297,0.9883449883449883,0.08495477925736825,0.971830985915493
18,0.05917813231200327,0.9871794871794872,0.08108017612642175,0.971830985915493
19,0.05600827463440128,0.9883449883449883,0.07856670192206724,0.971830985915493
20,0.05182827952684778,0.9895104895104895,0.08252864270995726,0.971830985915493
21,0.05111276785602103,0.9906759906759907,0.07993743107096672,0.971830985915493
22,0.04927451357175976,0.9941724941724942,0.07443898726372757,0.971830985915493
23,0.05147356473100491,0.9871794871794872,0.07393542184448526,0.971830985915493
24,0.04411485108670655,0.9906759906759907,0.06899994167394306,0.971830985915493
25,0.04058970729787867,0.993006993006993,0.07091136250979412,0.971830985915493
26,0.03840714618389979,0.9953379953379954,0.07179986822425427,0.971830985915493
27,0.043682778783854626,0.9941724941724942,0.06728700069631909,0.971830985915493
28,0.03960198163986206,0.9941724941724942,0.07371922604359267,0.971830985915493
29,0.044840797556169106,0.9906759906759907,0.06602799314448059,0.971830985915493
30,0.04225703585015866,0.9906759906759907,0.06540712918495943,0.971830985915493
31,0.03653175088561776,0.9965034965034965,0.06493244735642113,0.971830985915493
32,0.03749483158607861,0.9941724941724942,0.07229369717509106,0.971830985915493
33,0.03619272727302182,0.993006993006993,0.0637347099812321,0.971830985915493
34,0.03736774247391519,0.993006993006993,0.062370343493710886,0.971830985915493
35,0.031967871019178196,0.9953379953379954,0.06567298687509143,0.971830985915493
36,0.033335026119138814,0.9953379953379954,0.06287967777748683,0.971830985915493
37,0.03411773636520326,0.993006993006993,0.06557504275262775,0.971830985915493
38,0.03575511256315352,0.9918414918414918,0.06729362064047756,0.971830985915493
