epoch,train_loss,train_acc,val_loss,val_acc
0,0.39469455444122675,0.8776844070961718,0.2237959160834928,0.9240506329113924
1,0.15365111716543817,0.9785247432306255,0.1489036249209054,0.9493670886075949
2,0.10400036711290994,0.988795518207283,0.11926143173175523,0.9493670886075949
3,0.07737026140998168,0.9981325863678805,0.10595856720133673,0.9620253164556962
4,0.06628835669794336,0.992530345471522,0.09644705264628688,0.9620253164556962
5,0.05666023467421309,0.9943977591036415,0.08825854259201243,0.9620253164556962
6,0.043300867948531545,0.9971988795518207,0.08301185788233069,0.9620253164556962
7,0.03910817868527578,0.9971988795518207,0.07913199651844893,0.9620253164556962
8,0.03547112109447394,0.9990662931839402,0.07598980440746379,0.9620253164556962
9,0.03667515067576694,0.996265172735761,0.0722005021157144,0.9620253164556962
10,0.027397434949791397,1.0,0.06983592398936235,0.9620253164556962
11,0.027571867879247074,1.0,0.06897621714993368,0.9620253164556962
12,0.02418818911250566,1.0,0.06622429625897468,0.9620253164556962
13,0.023106033032904375,0.9981325863678805,0.06423356280296663,0.9620253164556962
14,0.021560013245523365,1.0,0.06279673333032222,0.9620253164556962
15,0.018666170402686526,1.0,0.06567318379124508,0.9620253164556962
16,0.016413587903348254,1.0,0.06398961617599559,0.9620253164556962
17,0.015539648712210072,0.9990662931839402,0.06382148024402087,0.9620253164556962
18,0.015764497752700533,1.0,0.06006420281114457,0.9620253164556962
19,0.012970663070588275,0.9990662931839402,0.05951193974742407,0.9620253164556962
20,0.014840490944739205,1.0,0.059678785408599465,0.9746835443037974
21,0.012570911701890378,1.0,0.05950708970238891,0.9620253164556962
22,0.011581396762747753,1.0,0.060598349269432354,0.9620253164556962
