epoch,train_loss,train_acc,val_loss,val_acc
0,0.414765183812096,0.8438095238095238,0.2502702219145639,0.9464285714285714
1,0.19594168089684985,0.9533333333333334,0.16104499995708466,0.9642857142857143
2,0.14257564973263515,0.9704761904761905,0.13038726363863265,0.9821428571428571
3,0.11443337808052699,0.9780952380952381,0.11211684984820229,0.9821428571428571
4,0.0910352810507729,0.9885714285714285,0.10771496487515313,0.9821428571428571
5,0.0753604797522227,0.9876190476190476,0.09123484364577703,0.9821428571428571
6,0.0747874631910097,0.9828571428571429,0.09037087964160102,0.9821428571428571
7,0.06233156434127263,0.9923809523809524,0.08140510533537183,0.9821428571428571
8,0.055412447488024125,0.9933333333333333,0.07350317814520427,0.9821428571428571
9,0.05102627432062512,0.9923809523809524,0.07189144513436727,0.9821428571428571
10,0.04507913954201199,0.9961904761904762,0.06471576222351619,0.9821428571428571
11,0.041463295420010884,0.9961904761904762,0.06636833612407957,0.9821428571428571
12,0.03809889857612905,0.9942857142857143,0.06274834807429995,0.9821428571428571
13,0.03865823544916652,0.9961904761904762,0.06183601436870439,0.9821428571428571
14,0.032434968501329424,0.9971428571428571,0.05734374267714364,0.9821428571428571
15,0.030860254163188595,0.9980952380952381,0.05601551330515316,0.9821428571428571
16,0.028717144919293267,0.9961904761904762,0.05307769615735326,0.9821428571428571
17,0.029791631203676974,0.9961904761904762,0.05016779580286571,0.9821428571428571
18,0.03023612108968553,0.9952380952380953,0.05747282026069505,0.9821428571428571
19,0.02339298808858508,0.9980952380952381,0.04633206022637231,0.9821428571428571
20,0.02579342181129115,0.9980952380952381,0.04958282304661615,0.9821428571428571
21,0.02288614979102498,1.0,0.047457847744226456,0.9821428571428571
22,0.020351795894759044,0.9990476190476191,0.04741706007293293,0.9821428571428571
23,0.019221007762742895,1.0,0.047056691987173896,0.9821428571428571
