epoch,train_loss,train_acc,val_loss,val_acc
0,0.39147494360456725,0.876750700280112,0.24316942578629602,0.8987341772151899
1,0.15597547443251428,0.9775910364145658,0.16145105829721765,0.9493670886075949
2,0.10806990227723767,0.9841269841269841,0.1280297865218754,0.9367088607594937
3,0.08037778413067567,0.9934640522875817,0.11474552128133894,0.9493670886075949
4,0.06854920813432928,0.9897292250233427,0.10005819071320039,0.9367088607594937
5,0.05857636013618704,0.9934640522875817,0.0917575975196271,0.9620253164556962
6,0.046198118709368644,0.996265172735761,0.08500972861730599,0.9620253164556962
7,0.041532925162273075,0.9971988795518207,0.08032939799978764,0.9620253164556962
8,0.03804947298461872,0.9971988795518207,0.0757771642713607,0.9620253164556962
9,0.03837774044909731,0.996265172735761,0.07087583745582195,0.9620253164556962
10,0.028680438685372654,1.0,0.06767032493518878,0.9746835443037974
11,0.029610777358993205,0.9971988795518207,0.06623905307695835,0.9746835443037974
12,0.02466825043467803,1.0,0.06316677801593949,0.9746835443037974
13,0.023120638966581234,1.0,0.06156772327951238,0.9746835443037974
14,0.02245153166896322,1.0,0.05853699751292603,0.9746835443037974
15,0.020953626583228593,0.9990662931839402,0.06251419137550306,0.9620253164556962
16,0.017740896845585993,0.9990662931839402,0.059199521058722386,0.9746835443037974
17,0.016754307831967134,0.9981325863678805,0.059367812698400475,0.9746835443037974
18,0.01764140091227745,0.9971988795518207,0.05353191381768335,0.9746835443037974
19,0.014161104688561764,0.9990662931839402,0.05260442003984995,0.9746835443037974
20,0.015270789471271437,1.0,0.05236024093590205,0.9873417721518988
21,0.012417205257200394,1.0,0.05194014188232301,0.9746835443037974
22,0.012360592050970046,0.9990662931839402,0.05324182480196409,0.9620253164556962
23,0.014129196561483386,1.0,0.050754974018546596,0.9746835443037974
24,0.012518564135664038,1.0,0.05256091053538685,0.9746835443037974
25,0.010312620355607637,1.0,0.049157054316771184,0.9873417721518988
26,0.011110229931170005,1.0,0.048510484255944626,0.9873417721518988
27,0.010612434172571527,0.9990662931839402,0.05051814783600312,0.9746835443037974
28,0.008315659157043092,1.0,0.0516213069705269,0.9746835443037974
29,0.009959778732800182,0.9981325863678805,0.048430359486160396,0.9873417721518988
